"bin bottom",azimuth,altitude,"distance (m)",latitude,longitude,"elevation (m amsl)"
46.875,46.781889,12.004226,5816.928343,37.268333,-118.236667,2425.000000
47,46.838833,11.997822,5776.835246,37.268056,-118.236944,2416.000000
47.125,47.286707,11.989395,5871.957670,37.268333,-118.235833,2435.000000
47.25,47.452866,12.000169,5890.744338,37.268333,-118.235556,2440.000000
47.375,47.679715,12.004346,5869.569901,37.268056,-118.235556,2436.000000
47.5,47.679715,12.004346,5869.569901,37.268056,-118.235556,2436.000000
47.625,47.844707,12.052901,5889.305540,37.268056,-118.235278,2445.000000
47.75,48.008655,12.110512,5909.302399,37.268056,-118.235000,2455.000000
47.875,48.171565,12.158194,5929.139710,37.268056,-118.234722,2464.000000
48,48.171565,12.158194,5929.139710,37.268056,-118.234722,2464.000000
48.125,48.333445,12.186637,5948.602517,37.268056,-118.234444,2471.000000
48.25,48.494301,12.214800,5968.111925,37.268056,-118.234167,2478.000000
48.375,48.654143,12.242685,5987.667478,37.268056,-118.233889,2485.000000
48.5,48.812975,12.279615,6007.482163,37.268056,-118.233611,2493.000000
48.625,48.812975,12.279615,6007.482163,37.268056,-118.233611,2493.000000
48.75,49.040403,12.349015,5988.343268,37.267778,-118.233611,2496.000000
48.875,49.040403,12.349015,5988.343268,37.267778,-118.233611,2496.000000
49,49.198056,12.385366,6008.271608,37.267778,-118.233333,2504.000000
49.125,49.35471,12.421385,6028.245538,37.267778,-118.233056,2512.000000
49.25,49.51037,12.466323,6048.481232,37.267778,-118.232778,2521.000000
49.375,49.665045,12.520088,6068.980529,37.267778,-118.232500,2531.000000
49.5,49.738793,12.525981,6029.426459,37.267500,-118.232778,2523.000000
49.625,49.893263,12.616542,6050.869463,37.267500,-118.232500,2537.000000
49.75,49.893263,12.616542,6050.869463,37.267500,-118.232500,2537.000000
49.875,49.893263,12.616542,6050.869463,37.267500,-118.232500,2537.000000
50,49.893263,12.616542,6050.869463,37.267500,-118.232500,2537.000000
50.125,50.276285,12.609093,6049.808615,37.267222,-118.232222,2536.000000
50.25,50.276285,12.609093,6049.808615,37.267222,-118.232222,2536.000000
50.375,50.642835,12.617081,6246.766377,37.268056,-118.230278,2580.000000
50.5,50.789189,12.685854,6268.024935,37.268056,-118.230000,2592.000000
50.625,50.845238,12.739787,6427.266503,37.268889,-118.228611,2633.000000
50.75,50.986943,12.832102,6449.262623,37.268889,-118.228333,2648.000000
50.875,51.143208,12.890223,6371.654333,37.268333,-118.228889,2637.000000
51,51.285314,13.017578,6394.659474,37.268333,-118.228611,2656.000000
51.125,51.365546,13.078488,6356.697340,37.268056,-118.228889,2654.000000
51.25,51.507404,13.152878,6378.433855,37.268056,-118.228611,2667.000000
51.375,51.648383,13.200543,6399.529586,37.268056,-118.228333,2677.000000
51.5,51.73087,13.279909,6362.104623,37.267778,-118.228611,2677.000000
51.625,51.871586,13.396992,6385.125917,37.267778,-118.228333,2695.000000
51.75,51.871586,13.396992,6385.125917,37.267778,-118.228333,2695.000000
51.875,52.096162,13.436708,6366.667219,37.267500,-118.228333,2695.000000
52,52.235726,13.474474,6387.707005,37.267500,-118.228056,2704.000000
52.125,52.374417,13.503224,6408.550779,37.267500,-118.227778,2712.000000
52.25,52.374417,13.503224,6408.550779,37.267500,-118.227778,2712.000000
52.375,52.599794,13.542649,6390.308656,37.267222,-118.227778,2712.000000
52.5,52.737324,13.579650,6411.484441,37.267222,-118.227500,2721.000000
52.625,52.87399,13.599020,6432.225324,37.267222,-118.227222,2728.000000
52.75,52.963759,13.627654,6393.635896,37.266944,-118.227500,2722.000000
52.875,53.100119,13.690183,6415.621559,37.266944,-118.227222,2734.000000
53,53.235617,13.726277,6436.933817,37.266944,-118.226944,2743.000000
53.125,53.235617,13.726277,6436.933817,37.266944,-118.226944,2743.000000
53.25,53.235617,13.726277,6436.933817,37.266944,-118.226944,2743.000000
53.375,53.235617,13.726277,6436.933817,37.266944,-118.226944,2743.000000
53.5,53.462772,13.713355,6417.638474,37.266667,-118.226944,2737.000000
53.625,53.597094,13.705949,6437.851767,37.266667,-118.226667,2741.000000
53.75,53.730565,13.672660,6457.385959,37.266667,-118.226389,2742.000000
53.875,53.994983,13.657881,6497.978726,37.266667,-118.225833,2750.000000
54,53.994983,13.657881,6497.978726,37.266667,-118.225833,2750.000000
54.125,53.994983,13.657881,6497.978726,37.266667,-118.225833,2750.000000
54.25,54.125942,13.650455,6518.323879,37.266667,-118.225556,2754.000000
54.375,54.222127,13.644187,6479.005696,37.266389,-118.225833,2744.000000
54.5,54.352742,13.610966,6498.697276,37.266389,-118.225556,2745.000000
54.625,54.450575,13.587108,6458.948880,37.266111,-118.225833,2733.000000
54.75,54.580836,13.528049,6477.994667,37.266111,-118.225556,2731.000000
54.875,54.781038,13.461215,6398.142066,37.265556,-118.226111,2705.000000
55,54.911398,13.436530,6418.214247,37.265556,-118.225833,2707.000000
55.125,55.040918,13.394620,6437.853498,37.265556,-118.225556,2707.000000
55.25,55.14378,13.368915,6398.244389,37.265278,-118.225833,2695.000000
55.375,55.2479,13.360375,6359.119924,37.265000,-118.226111,2685.000000
55.5,55.377481,13.326880,6379.077231,37.265000,-118.225833,2686.000000
55.625,55.829009,13.372047,6284.747518,37.264167,-118.226389,2669.000000
55.75,55.958197,13.390858,6306.233535,37.264167,-118.226111,2676.000000
55.875,55.958197,13.390858,6306.233535,37.264167,-118.226111,2676.000000
56,56.310135,13.391730,6249.894813,37.263611,-118.226389,2663.000000
56.125,56.310135,13.391730,6249.894813,37.263611,-118.226389,2663.000000
56.25,56.310135,13.391730,6249.894813,37.263611,-118.226389,2663.000000
56.375,56.310135,13.391730,6249.894813,37.263611,-118.226389,2663.000000
56.5,56.438437,13.374788,6270.563692,37.263611,-118.226111,2666.000000
56.625,56.796702,13.365868,6214.302532,37.263056,-118.226389,2652.000000
56.75,57.042032,13.383948,6197.479508,37.262778,-118.226389,2650.000000
56.875,57.042032,13.383948,6197.479508,37.262778,-118.226389,2650.000000
57,57.042032,13.383948,6197.479508,37.262778,-118.226389,2650.000000
57.125,57.042032,13.383948,6197.479508,37.262778,-118.226389,2650.000000
57.25,57.532882,13.391598,6103.649401,37.261944,-118.226944,2629.000000
57.375,57.657274,13.436788,6066.411841,37.261667,-118.227222,2625.000000
57.5,57.78476,13.436802,6087.851912,37.261667,-118.226944,2630.000000
57.625,57.911096,13.491467,6050.907620,37.261389,-118.227222,2627.000000
57.75,58.03804,13.500333,6072.638356,37.261389,-118.226944,2633.000000
57.875,58.166335,13.573846,6036.227667,37.261111,-118.227222,2632.000000
58,58.166335,13.573846,6036.227667,37.261111,-118.227222,2632.000000
58.125,58.166335,13.573846,6036.227667,37.261111,-118.227222,2632.000000
58.25,58.166335,13.573846,6036.227667,37.261111,-118.227222,2632.000000
58.375,58.292723,13.536342,6056.839669,37.261111,-118.226944,2633.000000
58.5,58.422992,13.536127,6018.607212,37.260833,-118.227222,2624.000000
58.625,58.54881,13.516960,6039.746889,37.260833,-118.226944,2627.000000
58.75,58.681068,13.507204,6001.338506,37.260556,-118.227222,2617.000000
58.875,58.806304,13.478705,6022.301365,37.260556,-118.226944,2619.000000
59,58.940564,13.468538,5983.953291,37.260278,-118.227222,2609.000000
59.125,59.065204,13.458519,6005.441041,37.260278,-118.226944,2613.000000
59.25,59.065204,13.458519,6005.441041,37.260278,-118.226944,2613.000000
59.375,59.188944,13.439265,6026.722379,37.260278,-118.226667,2616.000000
59.5,59.325513,13.437951,5988.698084,37.260000,-118.226944,2607.000000
59.625,59.448643,13.400046,6009.570298,37.260000,-118.226667,2608.000000
59.75,59.972226,13.376083,5977.018254,37.259444,-118.226667,2598.000000
59.875,59.972226,13.376083,5977.018254,37.259444,-118.226667,2598.000000
60,59.972226,13.376083,5977.018254,37.259444,-118.226667,2598.000000
60.125,59.972226,13.376083,5977.018254,37.259444,-118.226667,2598.000000
60.25,60.114891,13.345761,5938.487660,37.259167,-118.226944,2586.000000
60.375,60.23611,13.326189,5959.994671,37.259167,-118.226667,2589.000000
60.5,60.380836,13.323545,5922.225218,37.258889,-118.226944,2580.000000
60.625,60.64819,13.291488,5905.854338,37.258611,-118.226944,2573.000000
60.75,60.64819,13.291488,5905.854338,37.258611,-118.226944,2573.000000
60.875,60.796869,13.259849,5867.497316,37.258333,-118.227222,2561.000000
61,60.916952,13.202153,5888.229684,37.258333,-118.226944,2560.000000
61.125,60.947463,13.189431,5828.262784,37.258056,-118.227500,2545.000000
61.25,61.067747,13.179210,5850.175072,37.258056,-118.227222,2549.000000
61.375,61.220484,13.136677,5811.703794,37.257778,-118.227500,2536.000000
61.5,61.77083,13.135577,5781.477977,37.257222,-118.227500,2529.000000
61.625,61.929932,13.169509,5745.018009,37.256944,-118.227778,2524.000000
61.75,61.929932,13.169509,5745.018009,37.256944,-118.227778,2524.000000
61.875,61.929932,13.169509,5745.018009,37.256944,-118.227778,2524.000000
62,62.209466,13.183017,5730.513376,37.256667,-118.227778,2522.000000
62.125,62.372886,13.187890,5693.486281,37.256389,-118.228056,2514.000000
62.25,62.372886,13.187890,5693.486281,37.256389,-118.228056,2514.000000
62.375,62.372886,13.187890,5693.486281,37.256389,-118.228056,2514.000000
62.5,62.372886,13.187890,5693.486281,37.256389,-118.228056,2514.000000
62.625,62.490444,13.147492,5714.995708,37.256389,-118.227778,2515.000000
62.75,62.65612,13.142141,5677.816506,37.256111,-118.228056,2506.000000
62.875,62.940806,13.125383,5662.965488,37.255833,-118.228056,2501.000000
63,62.940806,13.125383,5662.965488,37.255833,-118.228056,2501.000000
63.125,62.940806,13.125383,5662.965488,37.255833,-118.228056,2501.000000
63.25,63.110955,13.069944,5624.774156,37.255556,-118.228333,2487.000000
63.375,63.226944,13.068703,5647.339299,37.255556,-118.228056,2492.000000
63.5,63.399405,13.052329,5610.138675,37.255278,-118.228333,2482.000000
63.625,63.866407,13.057382,5559.476540,37.254722,-118.228611,2471.000000
63.75,63.866407,13.057382,5559.476540,37.254722,-118.228611,2471.000000
63.875,63.866407,13.057382,5559.476540,37.254722,-118.228611,2471.000000
64,64.227683,13.093914,5487.080148,37.254167,-118.229167,2458.000000
64.125,64.411954,13.137932,5451.531383,37.253889,-118.229444,2454.000000
64.25,64.526248,13.145979,5474.564732,37.253889,-118.229167,2460.000000
64.375,64.526248,13.145979,5474.564732,37.253889,-118.229167,2460.000000
64.5,64.712984,13.169711,5438.649932,37.253611,-118.229444,2454.000000
64.625,64.712984,13.169711,5438.649932,37.253611,-118.229444,2454.000000
64.75,64.712984,13.169711,5438.649932,37.253611,-118.229444,2454.000000
64.875,64.712984,13.169711,5438.649932,37.253611,-118.229444,2454.000000
65,64.826301,13.146869,5461.052290,37.253611,-118.229167,2457.000000
65.125,65.015513,13.139596,5424.541585,37.253333,-118.229444,2448.000000
65.25,65.207274,13.111371,5387.632214,37.253056,-118.229722,2437.000000
65.375,65.207274,13.111371,5387.632214,37.253056,-118.229722,2437.000000
65.5,65.513819,13.080230,5373.762829,37.252778,-118.229722,2431.000000
65.625,65.513819,13.080230,5373.762829,37.252778,-118.229722,2431.000000
65.75,65.821862,13.058973,5360.268316,37.252500,-118.229722,2426.000000
65.875,65.821862,13.058973,5360.268316,37.252500,-118.229722,2426.000000
66,65.821862,13.058973,5360.268316,37.252500,-118.229722,2426.000000
66.125,66.02134,12.997776,5322.930997,37.252222,-118.230000,2412.000000
66.25,66.131397,12.995484,5346.018423,37.252222,-118.229722,2417.000000
66.375,66.240505,12.961972,5368.448535,37.252222,-118.229444,2419.000000
66.5,66.333452,12.922918,5308.559276,37.251944,-118.230000,2402.000000
66.625,66.442417,12.910341,5331.475343,37.251944,-118.229722,2406.000000
66.75,66.647059,12.900017,5295.464749,37.251667,-118.230000,2397.000000
66.875,66.754914,12.887380,5318.433533,37.251667,-118.229722,2401.000000
67,66.86183,12.864350,5341.196893,37.251667,-118.229444,2404.000000
67.125,66.962153,12.855481,5282.075728,37.251389,-118.230000,2390.000000
67.25,67.068879,12.853404,5305.320353,37.251389,-118.229722,2395.000000
67.375,67.172206,12.791023,5245.118916,37.251111,-118.230278,2376.000000
67.5,67.384305,12.734419,5290.586128,37.251111,-118.229722,2381.000000
67.625,67.488957,12.690639,5313.016378,37.251111,-118.229444,2382.000000
67.75,67.596767,12.658240,5253.558549,37.250833,-118.230000,2366.000000
67.875,67.701182,12.624990,5276.247404,37.250833,-118.229722,2368.000000
68,67.804675,12.591984,5298.954584,37.250833,-118.229444,2370.000000
68.125,67.916269,12.568920,5239.773536,37.250556,-118.230000,2355.000000
68.25,68.121816,12.534759,5285.932209,37.250556,-118.229444,2362.000000
68.375,68.339251,12.477828,5249.605861,37.250278,-118.229722,2349.000000
68.5,68.339251,12.477828,5249.605861,37.250278,-118.229722,2349.000000
68.625,68.440372,12.466268,5272.853493,37.250278,-118.229444,2353.000000
68.75,68.76033,12.311935,5258.220965,37.250000,-118.229444,2336.000000
68.875,68.76033,12.311935,5258.220965,37.250000,-118.229444,2336.000000
69,68.859348,12.237370,5280.256533,37.250000,-118.229167,2334.000000
69.125,69.081681,12.209759,5244.842945,37.249722,-118.229444,2324.000000
69.25,69.081681,12.209759,5244.842945,37.249722,-118.229444,2324.000000
69.375,69.179476,12.188477,5267.996116,37.249722,-118.229167,2327.000000
69.5,69.404414,12.085273,5231.219494,37.249444,-118.229444,2310.000000
69.625,69.500967,12.053710,5254.215081,37.249444,-118.229167,2312.000000
69.75,69.596655,11.958669,5275.975509,37.249444,-118.228889,2308.000000
69.875,69.728516,11.938281,5217.364798,37.249167,-118.229444,2294.000000
70,69.82381,11.928562,5240.829575,37.249167,-118.229167,2298.000000
70.125,69.918248,11.886951,5263.687328,37.249167,-118.228889,2299.000000
70.25,70.053976,11.833237,5204.526887,37.248889,-118.229444,2282.000000
70.375,70.241163,11.750451,5250.337353,37.248889,-118.228889,2284.000000
70.5,70.38078,11.716497,5191.664279,37.248611,-118.229444,2269.000000
70.625,70.473505,11.675244,5214.615480,37.248611,-118.229167,2270.000000
70.75,70.565389,11.623609,5237.380053,37.248611,-118.228889,2270.000000
70.875,70.708917,11.598808,5178.986012,37.248333,-118.229444,2256.000000
71,70.800331,11.568659,5202.191862,37.248333,-118.229167,2258.000000
71.125,71.038372,11.469304,5166.293785,37.248056,-118.229444,2242.000000
71.25,71.279566,11.401199,5131.092581,37.247778,-118.229722,2229.000000
71.375,71.279566,11.401199,5131.092581,37.247778,-118.229722,2229.000000
71.5,71.369131,11.360590,5154.187918,37.247778,-118.229444,2230.000000
71.625,71.612987,11.357136,5120.302155,37.247500,-118.229722,2223.000000
71.75,71.701181,11.338381,5143.839108,37.247500,-118.229444,2226.000000
71.875,71.701181,11.338381,5143.839108,37.247500,-118.229444,2226.000000
72,72.034505,11.326651,5133.854824,37.247222,-118.229444,2223.000000
72.125,72.034505,11.326651,5133.854824,37.247222,-118.229444,2223.000000
72.25,72.369089,11.270640,5123.252290,37.246944,-118.229444,2216.000000
72.375,72.369089,11.270640,5123.252290,37.246944,-118.229444,2216.000000
72.5,72.369089,11.270640,5123.252290,37.246944,-118.229444,2216.000000
72.625,72.453692,11.230238,5146.498596,37.246944,-118.229167,2217.000000
72.75,72.704918,11.181043,5112.238638,37.246667,-118.229444,2206.000000
72.875,72.704918,11.181043,5112.238638,37.246667,-118.229444,2206.000000
73,73.041974,11.079665,5101.214262,37.246389,-118.229444,2195.000000
73.125,73.041974,11.079665,5101.214262,37.246389,-118.229444,2195.000000
73.25,73.041974,11.079665,5101.214262,37.246389,-118.229444,2195.000000
73.375,73.380241,11.010615,5090.950877,37.246111,-118.229444,2187.000000
73.5,73.380241,11.010615,5090.950877,37.246111,-118.229444,2187.000000
73.625,73.460555,11.003855,5114.912408,37.246111,-118.229167,2191.000000
73.75,73.719702,10.929839,5080.676121,37.245833,-118.229444,2178.000000
73.875,73.719702,10.929839,5080.676121,37.245833,-118.229444,2178.000000
74,73.798553,10.923358,5104.678877,37.245833,-118.229167,2182.000000
74.125,74.06034,10.859457,5070.773096,37.245556,-118.229444,2170.000000
74.25,74.137712,10.853209,5094.816277,37.245556,-118.229167,2174.000000
74.375,74.214354,10.792031,5117.926257,37.245556,-118.228889,2173.000000
74.5,74.478013,10.749211,5084.571628,37.245278,-118.229167,2163.000000
74.625,74.478013,10.749211,5084.571628,37.245278,-118.229167,2163.000000
74.75,74.553173,10.655232,5107.172463,37.245278,-118.228889,2159.000000
74.875,74.819438,10.611135,5073.962139,37.245000,-118.229167,2149.000000
75,74.893099,10.583788,5097.723973,37.245000,-118.228889,2151.000000
75.125,75.234116,10.578118,5089.559740,37.244722,-118.228889,2149.000000
75.25,75.234116,10.578118,5089.559740,37.244722,-118.228889,2149.000000
75.375,75.234116,10.578118,5089.559740,37.244722,-118.228889,2149.000000
75.5,75.505585,10.577327,5057.365086,37.244444,-118.229167,2143.000000
75.625,75.505585,10.577327,5057.365086,37.244444,-118.229167,2143.000000
75.75,75.576203,10.538810,5081.018608,37.244444,-118.228889,2144.000000
75.875,75.850267,10.504001,5048.413813,37.244167,-118.229167,2135.000000
76,75.850267,10.504001,5048.413813,37.244167,-118.229167,2135.000000
76.125,75.919342,10.487895,5072.472658,37.244167,-118.228889,2138.000000
76.25,76.195995,10.418861,5039.466398,37.243889,-118.229167,2126.000000
76.375,76.195995,10.418861,5039.466398,37.243889,-118.229167,2126.000000
76.5,76.542749,10.321845,5030.528229,37.243611,-118.229167,2116.000000
76.625,76.542749,10.321845,5030.528229,37.243611,-118.229167,2116.000000
76.75,76.608693,10.295254,5054.481497,37.243611,-118.228889,2118.000000
76.875,76.759895,10.265979,4973.644629,37.243333,-118.229722,2101.000000
77,76.825521,10.261872,4997.978608,37.243333,-118.229444,2105.000000
77.125,77.111881,10.223571,4965.909819,37.243056,-118.229722,2096.000000
77.25,77.111881,10.223571,4965.909819,37.243056,-118.229722,2096.000000
77.375,77.175877,10.219595,4990.277572,37.243056,-118.229444,2100.000000
77.5,77.464856,10.169279,4958.182421,37.242778,-118.229722,2090.000000
77.625,77.464856,10.169279,4958.182421,37.242778,-118.229722,2090.000000
77.75,77.588953,10.105413,5006.106464,37.242778,-118.229167,2093.000000
77.875,77.818798,10.103045,4950.466108,37.242500,-118.229722,2083.000000
78,77.818798,10.103045,4950.466108,37.242500,-118.229722,2083.000000
78.125,77.939595,10.039587,4998.460051,37.242500,-118.229167,2086.000000
78.25,78.173684,10.036227,4942.940051,37.242222,-118.229722,2076.000000
78.375,78.173684,10.036227,4942.940051,37.242222,-118.229722,2076.000000
78.5,78.471574,9.971851,4911.114914,37.241944,-118.230000,2065.000000
